Year,Site,Habitat,Taxonomy_Substrate_Functional_Group,mean_percent_cover
2012,LTER 4,Backreef,Chlorodesmis fastigiata,0.08
2012,LTER 4,Backreef,Cladophoropsis membranacea,0.24
2012,LTER 4,Backreef,Coral,28.16
2012,LTER 4,Backreef,Crustose Corallines,3.2
2012,LTER 4,Backreef,Cyanophyta,0.24
2012,LTER 4,Backreef,Halimeda discoidea,0.08
2012,LTER 4,Backreef,Halimeda incrassata,0.08
2012,LTER 4,Backreef,Halimeda minima,1.36
2012,LTER 4,Backreef,Phyllodictyon anastomosans,0.32
2012,LTER 4,Backreef,Sand,11.6
2012,LTER 4,Outer 10,Algal Turf,73.28
2012,LTER 4,Outer 10,Coral,6.08
2012,LTER 4,Outer 10,Crustose Corallines,8.72
2012,LTER 4,Outer 10,Halimeda minima,4.48
2012,LTER 4,Outer 10,Lobophora variegata,0.96
2012,LTER 4,Outer 10,Millepora platyphylla,6.24
2012,LTER 4,Outer 10,Peyssonnelia inamoena,0.08
2012,LTER 4,Outer 10,Sand,0.16
2012,LTER 4,Outer 17,Algal Turf,49.6
2012,LTER 4,Outer 17,Coral,1.76
2012,LTER 4,Outer 17,Crustose Corallines,28.8
2012,LTER 4,Outer 17,Halimeda distorta,0.16
2012,LTER 4,Outer 17,Halimeda minima,7.12
2012,LTER 4,Outer 17,Halimeda taenicola,0.16
2012,LTER 4,Outer 17,Lobophora variegata,8.08
2012,LTER 4,Outer 17,Peyssonnelia inamoena,2.32
2012,LTER 4,Outer 17,Sand,1.76
2012,LTER 4,Outer 17,Soft Coral,0.16
2012,LTER 5,Fringing,Algal Turf,23.68
2012,LTER 5,Fringing,Amphiroa fragilissima,1.2
2012,LTER 5,Fringing,Chnoospora implexa,0.8
2012,LTER 5,Fringing,Coral,62.48
2012,LTER 5,Fringing,Crustose Corallines,0.16
2012,LTER 5,Fringing,Cyanophyta,0.08
2012,LTER 5,Fringing,Halimeda opuntia,2
2012,LTER 5,Fringing,Sand,9.6
2012,LTER 5,Backreef,Algal Turf,35.36
2012,LTER 5,Backreef,Coral,22.96
2012,LTER 5,Backreef,Crustose Corallines,3.12
2012,LTER 5,Backreef,Halimeda discoidea,0.16
2012,LTER 5,Backreef,Halimeda distorta,0.64
2012,LTER 5,Backreef,Halimeda minima,0.24
2012,LTER 5,Backreef,Halimeda opuntia,1.76
2012,LTER 5,Backreef,Sand,35.76
2012,LTER 5,Outer 10,Algal Turf,46.56
2012,LTER 5,Outer 10,Codium geppiorum,0.08
2012,LTER 5,Outer 10,Coral,9.04
2012,LTER 5,Outer 10,Crustose Corallines,11.36
2012,LTER 5,Outer 10,Halimeda discoidea,9.36
2012,LTER 5,Outer 10,Halimeda distorta,0.08
2012,LTER 5,Outer 10,Halimeda minima,0.08
2012,LTER 5,Outer 10,Halimeda opuntia,16.32
2012,LTER 5,Outer 10,Halimeda taenicola,0.96
2012,LTER 5,Outer 10,Lobophora variegata,3.84
2012,LTER 5,Outer 10,Millepora platyphylla,1.52
2012,LTER 5,Outer 10,Peyssonnelia inamoena,0.08
2012,LTER 5,Outer 10,Sand,0.72
2012,LTER 5,Outer 17,Algal Turf,45.92
2012,LTER 5,Outer 17,Coral,6.96
2012,LTER 5,Outer 17,Crustose Corallines,31.2
2012,LTER 5,Outer 17,Halimeda minima,1.28
2012,LTER 5,Outer 17,Halimeda taenicola,0.08
2012,LTER 5,Outer 17,Lobophora variegata,4.72
2012,LTER 5,Outer 17,Millepora platyphylla,3.44
2012,LTER 5,Outer 17,Peyssonnelia inamoena,2.16
2012,LTER 5,Outer 17,Sand,3.76
2012,LTER 5,Outer 17,Soft Coral,0.48
2012,LTER 6,Fringing,Algal Turf,37.52
2012,LTER 6,Fringing,Amansia rhodantha,6.16
2012,LTER 6,Fringing,Amphiroa fragilissima,0.4
2012,LTER 6,Fringing,Coral,37.92
2012,LTER 6,Fringing,Corallimorpharia,0.8
2012,LTER 6,Fringing,Crustose Corallines,2.56
2012,LTER 6,Fringing,Dichotomaria marginata,0.8
2012,LTER 6,Fringing,Dictyosphaeria cavernosa,0.08
2012,LTER 6,Fringing,Dictyosphaeria versluysii,0.08
2012,LTER 6,Fringing,Dictyota bartayresiana,1.52
2012,LTER 6,Fringing,Galaxaura rugosa,0.96
2012,LTER 6,Fringing,Halimeda opuntia,9.6
2012,LTER 6,Fringing,Sand,1.6
2012,LTER 6,Backreef,Algal Turf,39.28
2012,LTER 6,Backreef,Caulerpa racemosa,0.08
2012,LTER 6,Backreef,Coral,22.56
2012,LTER 6,Backreef,Crustose Corallines,4.56
2012,LTER 6,Backreef,Cyanophyta,0.08
2012,LTER 6,Backreef,Dictyota friabilis,0.4
2012,LTER 6,Backreef,Dictyota implexa,0.08
2012,LTER 6,Backreef,Galaxaura rugosa,0.24
2012,LTER 6,Backreef,Halimeda minima,0
2012,LTER 6,Backreef,Halimeda opuntia,1.2
2012,LTER 6,Backreef,Phormidium sp.,0.16
2012,LTER 6,Backreef,Sand,31.36
2012,LTER 6,Outer 10,Algal Turf,47.68
2012,LTER 6,Outer 10,Asparagopsis taxiformis,0.08
2012,LTER 6,Outer 10,Coral,11.6
2012,LTER 6,Outer 10,Crustose Corallines,14.88
2012,LTER 6,Outer 10,Halimeda discoidea,1.12
2012,LTER 6,Outer 10,Halimeda distorta,0.4
2012,LTER 6,Outer 10,Halimeda minima,8.88
2012,LTER 6,Outer 10,Halimeda taenicola,8.32
2012,LTER 6,Outer 10,Lobophora variegata,4.88
2012,LTER 6,Outer 10,Millepora platyphylla,0.72
2012,LTER 6,Outer 10,Sand,1.44
2012,LTER 6,Outer 17,Algal Turf,42.96
2012,LTER 6,Outer 17,Cladophoropsis membranacea,0.08
2012,LTER 6,Outer 17,Coral,5.12
2012,LTER 6,Outer 17,Crustose Corallines,32.32
2012,LTER 6,Outer 17,Halimeda discoidea,0.08
2012,LTER 6,Outer 17,Halimeda distorta,0.48
2012,LTER 6,Outer 17,Halimeda minima,6.8
2012,LTER 6,Outer 17,Halimeda taenicola,0.88
2012,LTER 6,Outer 17,Lobophora variegata,8.48
2012,LTER 6,Outer 17,Sand,2.8
2013,LTER 1,Fringing,Algal Turf,77.04
2013,LTER 1,Fringing,Bare Space,0.08
2013,LTER 1,Fringing,Coral,6.64
2013,LTER 1,Fringing,Corallimorpharia,0.08
2013,LTER 1,Fringing,Crustose Corallines,2.88
2013,LTER 1,Fringing,Dictyota bartayresiana,1.84
2013,LTER 1,Fringing,Dictyota friabilis,0.08
2013,LTER 1,Fringing,Halimeda opuntia,1.12
2013,LTER 1,Fringing,Peyssonnelia inamoena,0.08
2013,LTER 1,Fringing,Sand,10.08
2013,LTER 1,Fringing,Turbinaria ornata,0.08
2013,LTER 1,Backreef,Algal Turf,50.16
2013,LTER 1,Backreef,Amansia rhodantha,3.6
2013,LTER 1,Backreef,Amphiroa fragilissima,0.08
2013,LTER 1,Backreef,Coral,10.56
2013,LTER 1,Backreef,Crustose Corallines,11.6
2013,LTER 1,Backreef,Galaxaura filamentosa,0.08
2013,LTER 1,Backreef,Halimeda minima,0.64
2013,LTER 1,Backreef,Peyssonnelia bornetii,0.32
2013,LTER 1,Backreef,Sand,9.44
2013,LTER 1,Backreef,Sponge,0.16
2013,LTER 1,Backreef,Turbinaria ornata,13.36
2013,LTER 1,Outer 10,Algal Turf,70.48
2013,LTER 1,Outer 10,Asparagopsis taxiformis,4.72
2013,LTER 1,Outer 10,Coral,10.32
2013,LTER 1,Outer 10,Crustose Corallines,6.72
2013,LTER 1,Outer 10,Halimeda minima,2.4
2013,LTER 1,Outer 10,Halimeda opuntia,1.2
2013,LTER 1,Outer 10,Lobophora variegata,0.08
2013,LTER 1,Outer 10,Millepora platyphylla,2.4
2013,LTER 1,Outer 10,Peyssonnelia inamoena,1.68
2013,LTER 1,Outer 10,Sand,0
2013,LTER 1,Outer 17,Algal Turf,63.12
2013,LTER 1,Outer 17,Asparagopsis taxiformis,1.92
2013,LTER 1,Outer 17,Coral,7.04
2013,LTER 1,Outer 17,Crustose Corallines,21.28
2013,LTER 1,Outer 17,Gibsmithia hawaiiensis,0.16
2013,LTER 1,Outer 17,Halimeda minima,0.24
2013,LTER 1,Outer 17,Millepora platyphylla,0.08
2013,LTER 1,Outer 17,Peyssonnelia inamoena,4.4
2013,LTER 1,Outer 17,Sand,1.76
2013,LTER 2,Fringing,Algal Turf,75.68
2013,LTER 2,Fringing,Amansia rhodantha,0.08
2013,LTER 2,Fringing,Coral,4.64
2013,LTER 2,Fringing,Corallimorpharia,0.64
2013,LTER 2,Fringing,Crustose Corallines,10.88
2013,LTER 2,Fringing,Cyanophyta,0.08
2013,LTER 2,Fringing,Galaxaura filamentosa,0.72
2013,LTER 2,Fringing,Halimeda minima,0.24
2013,LTER 2,Fringing,Halimeda opuntia,0.16
2013,LTER 2,Fringing,Lobophora variegata,0.56
2013,LTER 2,Fringing,Millepora platyphylla,2.24
2013,LTER 2,Fringing,Peyssonnelia inamoena,0.24
2013,LTER 2,Fringing,Sand,0.56
2013,LTER 2,Fringing,Turbinaria ornata,3.28
2013,LTER 2,Backreef,Actinotrichia fragilis,0.4
2013,LTER 2,Backreef,Algal Turf,46.88
2013,LTER 2,Backreef,Coral,8.64
2013,LTER 2,Backreef,Corallimorpharia,1.2
2013,LTER 2,Backreef,Crustose Corallines,4.24
2013,LTER 2,Backreef,Dictyota bartayresiana,11.52
2013,LTER 2,Backreef,Dictyota friabilis,0.16
2013,LTER 2,Backreef,Halimeda opuntia,1.2
2013,LTER 2,Backreef,Lobophora variegata,2.96
2013,LTER 2,Backreef,Sand,14.72
2013,LTER 2,Backreef,Turbinaria ornata,8.08
2013,LTER 2,Outer 10,Algal Turf,66.72
2013,LTER 2,Outer 10,Asparagopsis taxiformis,2.72
2013,LTER 2,Outer 10,Coral,11.2
2013,LTER 2,Outer 10,Crustose Corallines,11.76
2013,LTER 2,Outer 10,Halimeda minima,0.32
2013,LTER 2,Outer 10,Millepora platyphylla,5.84
2013,LTER 2,Outer 10,Peyssonnelia inamoena,0.64
2013,LTER 2,Outer 10,Sand,0.8
2013,LTER 2,Outer 17,Algal Turf,63.28
2013,LTER 2,Outer 17,Asparagopsis taxiformis,0.4
2013,LTER 2,Outer 17,Coral,7.36
2013,LTER 2,Outer 17,Crustose Corallines,24.4
2013,LTER 2,Outer 17,Halimeda minima,0.08
2013,LTER 2,Outer 17,Lobophora variegata,0.16
2013,LTER 2,Outer 17,Millepora platyphylla,0.16
2013,LTER 2,Outer 17,Peyssonnelia inamoena,2.48
2013,LTER 2,Outer 17,Sand,1.68
2013,LTER 3,Fringing,Algal Turf,57.6
2013,LTER 3,Fringing,Coral,23.04
2013,LTER 3,Fringing,Corallimorpharia,0.16
2013,LTER 3,Fringing,Crustose Corallines,5.12
2013,LTER 3,Fringing,Halimeda opuntia,0.4
2013,LTER 3,Fringing,Sand,13.68
2013,LTER 3,Backreef,Algal Turf,38.72
2013,LTER 3,Backreef,Amansia rhodantha,6.16
2013,LTER 3,Backreef,Cladophoropsis membranacea,0.08
2013,LTER 3,Backreef,Coral,22.72
2013,LTER 3,Backreef,Crustose Corallines,4.4
2013,LTER 3,Backreef,Dictyota bartayresiana,0.72
2013,LTER 3,Backreef,Dictyota friabilis,0.08
2013,LTER 3,Backreef,Halimeda minima,1.2
2013,LTER 3,Backreef,Halimeda opuntia,0.96
2013,LTER 3,Backreef,Lobophora variegata,0.08
2013,LTER 3,Backreef,Sand,20.56
2013,LTER 3,Backreef,Turbinaria ornata,4.32
2013,LTER 3,Outer 10,Algal Turf,36.8
2013,LTER 3,Outer 10,Coral,5.68
2013,LTER 3,Outer 10,Crustose Corallines,45.36
2013,LTER 3,Outer 10,Dictyota bartayresiana,0.16
2013,LTER 3,Outer 10,Halimeda discoidea,0.72
2013,LTER 3,Outer 10,Halimeda distorta,0.64
2013,LTER 3,Outer 10,Halimeda minima,1.28
2013,LTER 3,Outer 10,Halimeda opuntia,0.08
2013,LTER 3,Outer 10,Lobophora variegata,2.16
2013,LTER 3,Outer 10,Peyssonnelia sp.,4.48
2013,LTER 3,Outer 10,Sand,1.92
2013,LTER 3,Outer 10,Turbinaria ornata,0.72
2013,LTER 3,Outer 17,Algal Turf,42.08
2013,LTER 3,Outer 17,Coral,1.04
2013,LTER 3,Outer 17,Crustose Corallines,28
2013,LTER 3,Outer 17,Halimeda minima,10.88
2013,LTER 3,Outer 17,Heteractis sp.,0.72
2013,LTER 3,Outer 17,Peyssonnelia sp.,15.44
2013,LTER 3,Outer 17,Sand,1.84
2013,LTER 4,Fringing,Algal Turf,58.32
2013,LTER 4,Fringing,Coral,15.68
2013,LTER 4,Fringing,Crustose Corallines,0.32
2013,LTER 4,Fringing,Cyanophyta,0.16
2013,LTER 4,Fringing,Dictyota bartayresiana,1.76
2013,LTER 4,Fringing,Galaxaura filamentosa,0.08
2013,LTER 4,Fringing,Halimeda minima,0.8
2013,LTER 4,Fringing,Halimeda opuntia,0.8
2013,LTER 4,Fringing,Neogoniolithon frutescens,0.08
2013,LTER 4,Fringing,Neomeris vanbosseae,0.08
2013,LTER 4,Fringing,Sand,21.68
2013,LTER 4,Fringing,Symploca hydnoides,0.24
2013,LTER 4,Backreef,Algal Turf,51.28
2013,LTER 4,Backreef,Amansia rhodantha,0.88
2013,LTER 4,Backreef,Chlorodesmis fastigiata,0.08
2013,LTER 4,Backreef,Cladophoropsis luxurians,0.24
2013,LTER 4,Backreef,Coral,32.32
2013,LTER 4,Backreef,Crustose Corallines,1.6
2013,LTER 4,Backreef,Dictyota bartayresiana,0.08
2013,LTER 4,Backreef,Dictyota friabilis,0.08
2013,LTER 4,Backreef,Halimeda discoidea,0.08
2013,LTER 4,Backreef,Halimeda minima,0.16
2013,LTER 4,Backreef,Halimeda opuntia,0.32
2013,LTER 4,Backreef,Lobophora variegata,0.08
2013,LTER 4,Backreef,Sand,12.8
2013,LTER 4,Outer 10,Algal Turf,69.84
2013,LTER 4,Outer 10,Coral,7.44
2013,LTER 4,Outer 10,Crustose Corallines,10.96
2013,LTER 4,Outer 10,Dictyota bartayresiana,0.08
2013,LTER 4,Outer 10,Halimeda discoidea,0.08
2013,LTER 4,Outer 10,Halimeda distorta,0.4
2013,LTER 4,Outer 10,Halimeda minima,2.16
2013,LTER 4,Outer 10,Halimeda opuntia,0.08
2013,LTER 4,Outer 10,Millepora platyphylla,6.72
2013,LTER 4,Outer 10,Peyssonnelia inamoena,1.6
2013,LTER 4,Outer 10,Sand,0.64
2013,LTER 4,Outer 17,Algal Turf,45.12
2013,LTER 4,Outer 17,Coral,4.72
2013,LTER 4,Outer 17,Crustose Corallines,31.52
2013,LTER 4,Outer 17,Cyanophyta,0.08
2013,LTER 4,Outer 17,Dictyota bartayresiana,0.08
2013,LTER 4,Outer 17,Halimeda discoidea,0.16
2013,LTER 4,Outer 17,Halimeda distorta,0.08
2013,LTER 4,Outer 17,Halimeda minima,4.4
2013,LTER 4,Outer 17,Millepora platyphylla,0.32
2013,LTER 4,Outer 17,Peyssonnelia bornetii,11.28
2013,LTER 4,Outer 17,Sand,1.84
2013,LTER 4,Outer 17,Soft Coral,0.4
2013,LTER 5,Fringing,Algal Turf,24.64
2013,LTER 5,Fringing,Amphiroa fragilissima,0.8
2013,LTER 5,Fringing,Coral,65.44
2013,LTER 5,Fringing,Corallimorpharia,0.32
2013,LTER 5,Fringing,Crustose Corallines,0
2013,LTER 5,Fringing,Halimeda opuntia,2.8
2013,LTER 5,Fringing,Sand,5.84
2013,LTER 5,Fringing,Sponge,0.16
2013,LTER 5,Backreef,Algal Turf,34.88
2013,LTER 5,Backreef,Amansia rhodantha,0.08
2013,LTER 5,Backreef,Caulerpa racemosa,0.08
2013,LTER 5,Backreef,Coral,23.2
2013,LTER 5,Backreef,Corallimorpharia,0.32
2013,LTER 5,Backreef,Crustose Corallines,2.64
2013,LTER 5,Backreef,Dictyota bartayresiana,0.08
2013,LTER 5,Backreef,Halimeda distorta,0.48
2013,LTER 5,Backreef,Halimeda minima,0.48
2013,LTER 5,Backreef,Halimeda opuntia,0.48
2013,LTER 5,Backreef,Sand,36.96
2013,LTER 5,Backreef,Turbinaria ornata,0.32
2013,LTER 5,Outer 10,Algal Turf,49.6
2013,LTER 5,Outer 10,Caulerpa pickeringii,0.72
2013,LTER 5,Outer 10,Coral,10.88
2013,LTER 5,Outer 10,Crustose Corallines,7.28
2013,LTER 5,Outer 10,Cyanophyta,2.88
2013,LTER 5,Outer 10,Halimeda discoidea,9.84
2013,LTER 5,Outer 10,Halimeda distorta,0.32
2013,LTER 5,Outer 10,Halimeda minima,0.32
2013,LTER 5,Outer 10,Halimeda opuntia,7.52
2013,LTER 5,Outer 10,Lobophora variegata,0.48
2013,LTER 5,Outer 10,Millepora platyphylla,2.56
2013,LTER 5,Outer 10,Peyssonnelia inamoena,7.28
2013,LTER 5,Outer 10,Rhipidosiphon javensis,0.08
2013,LTER 5,Outer 10,Sand,0.24
2013,LTER 5,Outer 17,Algal Turf,40.48
2013,LTER 5,Outer 17,Coral,11.6
2013,LTER 5,Outer 17,Crustose Corallines,31.28
2013,LTER 5,Outer 17,Halimeda discoidea,0.08
2013,LTER 5,Outer 17,Halimeda distorta,0.08
2013,LTER 5,Outer 17,Halimeda minima,0.88
2013,LTER 5,Outer 17,Lobophora variegata,2.72
2013,LTER 5,Outer 17,Millepora platyphylla,1.36
2013,LTER 5,Outer 17,Peyssonnelia sp.,5.76
2013,LTER 5,Outer 17,Sand,4.16
2013,LTER 5,Outer 17,Soft Coral,1.6
2013,LTER 6,Fringing,Algal Turf,43.52
2013,LTER 6,Fringing,Amansia rhodantha,8
2013,LTER 6,Fringing,Amphiroa fragilissima,0.16
2013,LTER 6,Fringing,Caulerpa racemosa,0.08
2013,LTER 6,Fringing,Coral,40.72
2013,LTER 6,Fringing,Corallimorpharia,0.96
2013,LTER 6,Fringing,Crustose Corallines,2.08
2013,LTER 6,Fringing,Dichotomaria marginata,0.24
2013,LTER 6,Fringing,Dictyota bartayresiana,0.08
2013,LTER 6,Fringing,Galaxaura rugosa,0.08
2013,LTER 6,Fringing,Halimeda opuntia,1.68
2013,LTER 6,Fringing,Sand,2.32
2013,LTER 6,Fringing,Valonia ventricosa,0.08
2013,LTER 6,Backreef,Algal Turf,39.84
2013,LTER 6,Backreef,Amansia rhodantha,0.08
2013,LTER 6,Backreef,Coral,22.8
2013,LTER 6,Backreef,Crustose Corallines,5.2
2013,LTER 6,Backreef,Galaxaura filamentosa,0.08
2013,LTER 6,Backreef,Halimeda opuntia,0.64
2013,LTER 6,Backreef,Sand,31.28
2013,LTER 6,Backreef,Turbinaria ornata,0.08
2013,LTER 6,Outer 10,Algal Turf,47.68
2013,LTER 6,Outer 10,Asparagopsis taxiformis,0.32
2013,LTER 6,Outer 10,Coral,16.16
2013,LTER 6,Outer 10,Crustose Corallines,14.72
2013,LTER 6,Outer 10,Cyanophyta,0.64
2013,LTER 6,Outer 10,Halimeda discoidea,8.96
2013,LTER 6,Outer 10,Halimeda distorta,0.48
2013,LTER 6,Outer 10,Halimeda minima,4.88
2013,LTER 6,Outer 10,Halimeda opuntia,0.16
2013,LTER 6,Outer 10,Millepora platyphylla,0.88
2013,LTER 6,Outer 10,Peyssonnelia bornetii,3.12
2013,LTER 6,Outer 10,Sand,2
2013,LTER 6,Outer 17,Algal Turf,52.16
2013,LTER 6,Outer 17,Coral,7.6
2013,LTER 6,Outer 17,Crustose Corallines,22.08
2013,LTER 6,Outer 17,Cyanophyta,0.16
2013,LTER 6,Outer 17,Halimeda discoidea,1.12
2013,LTER 6,Outer 17,Halimeda distorta,0.16
2013,LTER 6,Outer 17,Halimeda macroloba,0.16
2013,LTER 6,Outer 17,Halimeda minima,8.32
2013,LTER 6,Outer 17,Halimeda opuntia,0.4
2013,LTER 6,Outer 17,Peyssonnelia bornetii,4.64
2013,LTER 6,Outer 17,Sand,3.2
2014,LTER 1,Fringing,Algal Turf,61.224489795918366
2014,LTER 1,Fringing,Chnoospora implexa,0.16326530612244897
2014,LTER 1,Fringing,Coral,2.204081632653061
2014,LTER 1,Fringing,Corallimorpharia,0.08163265306122448
2014,LTER 1,Fringing,Crustose Corallines,7.918367346938775
2014,LTER 1,Fringing,Cyanophyta,0.08163265306122448
2014,LTER 1,Fringing,Dictyota bartayresiana,11.428571428571429
2014,LTER 1,Fringing,Halimeda minima,0.08163265306122448
2014,LTER 1,Fringing,Lobophora variegata,0.16326530612244897
2014,LTER 1,Fringing,No data,-1
2014,LTER 1,Fringing,Padina boryana,0.16326530612244897
2014,LTER 1,Fringing,Sand,16.408163265306122
2014,LTER 1,Fringing,Turbinaria ornata,0.08163265306122448
2014,LTER 1,Backreef,Actinotrichia fragilis,0.08
2014,LTER 1,Backreef,Algal Turf,49.68
2014,LTER 1,Backreef,Amansia rhodantha,6.56
2014,LTER 1,Backreef,Chlorodesmis fastigiata,0.08
2014,LTER 1,Backreef,Coral,7.28
2014,LTER 1,Backreef,Crustose Corallines,9.44
2014,LTER 1,Backreef,Cyanophyta,1.2
2014,LTER 1,Backreef,Halimeda minima,0.4
2014,LTER 1,Backreef,Lobophora variegata,0.08
2014,LTER 1,Backreef,Peyssonnelia bornetii,0.56
2014,LTER 1,Backreef,Sand,11.04
2014,LTER 1,Backreef,Sargassum pacificum,1.36
2014,LTER 1,Backreef,Turbinaria ornata,12.24
2014,LTER 1,Outer 10,Algal Turf,60.48
2014,LTER 1,Outer 10,Asparagopsis taxiformis,2.48
2014,LTER 1,Outer 10,Coral,25.28
2014,LTER 1,Outer 10,Crustose Corallines,7.2
2014,LTER 1,Outer 10,Cyanophyta,0.08
2014,LTER 1,Outer 10,Halimeda discoidea,0.16
2014,LTER 1,Outer 10,Halimeda minima,0.64
2014,LTER 1,Outer 10,Lobophora variegata,0.64
2014,LTER 1,Outer 10,Millepora platyphylla,2.32
2014,LTER 1,Outer 10,Sand,0.72
2014,LTER 1,Outer 17,Algal Turf,55.04
2014,LTER 1,Outer 17,Asparagopsis taxiformis,1.76
2014,LTER 1,Outer 17,Coral,14.16
2014,LTER 1,Outer 17,Crustose Corallines,22.32
2014,LTER 1,Outer 17,Halimeda minima,0.16
2014,LTER 1,Outer 17,Lobophora variegata,1.6
2014,LTER 1,Outer 17,Peyssonnelia bornetii,1.6
2014,LTER 1,Outer 17,Sand,3.36
2014,LTER 2,Fringing,Algal Turf,76.4
2014,LTER 2,Fringing,Coral,3.36
2014,LTER 2,Fringing,Corallimorpharia,0.16
2014,LTER 2,Fringing,Crustose Corallines,6.96
2014,LTER 2,Fringing,Cyanophyta,0.56
2014,LTER 2,Fringing,Galaxaura rugosa,0.08
2014,LTER 2,Fringing,Hypnea spinella,0.16
2014,LTER 2,Fringing,Lithophyllum kotschyanum,0.56
2014,LTER 2,Fringing,Lobophora variegata,0.08
2014,LTER 2,Fringing,Millepora platyphylla,1.92
2014,LTER 2,Fringing,Peyssonnelia bornetii,0.08
2014,LTER 2,Fringing,Sand,1.68
2014,LTER 2,Fringing,Turbinaria ornata,8
2014,LTER 2,Backreef,Actinotrichia fragilis,0.08
2014,LTER 2,Backreef,Algal Turf,32.48
2014,LTER 2,Backreef,Chnoospora implexa,1.2
2014,LTER 2,Backreef,Coral,5.52
2014,LTER 2,Backreef,Corallimorpharia,1.28
2014,LTER 2,Backreef,Crustose Corallines,5.84
2014,LTER 2,Backreef,Cyanophyta,0.08
2014,LTER 2,Backreef,Damselfish Turf,4.24
2014,LTER 2,Backreef,Dictyota bartayresiana,16.24
2014,LTER 2,Backreef,Halimeda incrassata,0.32
2014,LTER 2,Backreef,Lobophora variegata,1.28
2014,LTER 2,Backreef,Sand,23.92
2014,LTER 2,Backreef,Turbinaria ornata,7.52
2014,LTER 2,Outer 10,Algal Turf,58.72
2014,LTER 2,Outer 10,Asparagopsis taxiformis,3.92
2014,LTER 2,Outer 10,Coral,18.48
2014,LTER 2,Outer 10,Crustose Corallines,8.56
2014,LTER 2,Outer 10,Cyanophyta,0.56
2014,LTER 2,Outer 10,Halimeda discoidea,0.08
2014,LTER 2,Outer 10,Halimeda minima,0.56
2014,LTER 2,Outer 10,Lobophora variegata,0.16
2014,LTER 2,Outer 10,Millepora platyphylla,6.08
2014,LTER 2,Outer 10,Sand,2.88
2014,LTER 2,Outer 17,Algal Turf,67.68
2014,LTER 2,Outer 17,Asparagopsis taxiformis,0.48
2014,LTER 2,Outer 17,Coral,8.24
2014,LTER 2,Outer 17,Crustose Corallines,16.8
2014,LTER 2,Outer 17,Halimeda minima,0.16
2014,LTER 2,Outer 17,Lobophora variegata,1.04
2014,LTER 2,Outer 17,Millepora platyphylla,0.16
2014,LTER 2,Outer 17,Peyssonnelia bornetii,1.2
2014,LTER 2,Outer 17,Sand,4.24
2014,LTER 3,Fringing,Actinotrichia fragilis,0.16
2014,LTER 3,Fringing,Algal Turf,57.2
2014,LTER 3,Fringing,Coral,28.08
2014,LTER 3,Fringing,Crustose Corallines,0.48
2014,LTER 3,Fringing,Cyanophyta,0.08
2014,LTER 3,Fringing,Dictyota bartayresiana,0.32
2014,LTER 3,Fringing,Halimeda opuntia,1.12
2014,LTER 3,Fringing,Peyssonnelia bornetii,1.12
2014,LTER 3,Fringing,Sand,11.36
2014,LTER 3,Fringing,Turbinaria ornata,0.08
2014,LTER 3,Backreef,Algal Turf,40.4
2014,LTER 3,Backreef,Amansia rhodantha,10.48
2014,LTER 3,Backreef,Chnoospora implexa,0.96
2014,LTER 3,Backreef,Cladophoropsis membranacea,0.16
2014,LTER 3,Backreef,Coral,14
2014,LTER 3,Backreef,Crustose Corallines,1.76
2014,LTER 3,Backreef,Cyanophyta,0.88
2014,LTER 3,Backreef,Dictyota bartayresiana,2.64
2014,LTER 3,Backreef,Galaxaura rugosa,0.08
2014,LTER 3,Backreef,Halimeda minima,0.96
2014,LTER 3,Backreef,Halimeda opuntia,1.92
2014,LTER 3,Backreef,Halimeda taenicola,0.08
2014,LTER 3,Backreef,Lobophora variegata,0.08
2014,LTER 3,Backreef,Sand,19.52
2014,LTER 3,Backreef,Tridacna sp.,0.08
2014,LTER 3,Backreef,Turbinaria ornata,6
2014,LTER 3,Outer 10,Algal Turf,47.68
2014,LTER 3,Outer 10,Caulerpa serrulata,0.08
2014,LTER 3,Outer 10,Coral,5.92
2014,LTER 3,Outer 10,Crustose Corallines,27.36
2014,LTER 3,Outer 10,Cyanophyta,0.16
2014,LTER 3,Outer 10,Dictyota bartayresiana,0.08
2014,LTER 3,Outer 10,Halimeda discoidea,0.08
2014,LTER 3,Outer 10,Halimeda distorta,0.08
2014,LTER 3,Outer 10,Halimeda minima,0.32
2014,LTER 3,Outer 10,Halimeda taenicola,0.08
2014,LTER 3,Outer 10,Lobophora variegata,6.56
2014,LTER 3,Outer 10,Peyssonnelia bornetii,2.32
2014,LTER 3,Outer 10,Sand,3.52
2014,LTER 3,Outer 10,Turbinaria ornata,5.76
2014,LTER 3,Outer 17,Actinotrichia fragilis,0.08
2014,LTER 3,Outer 17,Algal Turf,46
2014,LTER 3,Outer 17,Coral,2.96
2014,LTER 3,Outer 17,Crustose Corallines,23.2
2014,LTER 3,Outer 17,Dictyota bartayresiana,0.16
2014,LTER 3,Outer 17,Halimeda minima,2.72
2014,LTER 3,Outer 17,Heteractis sp.,0.56
2014,LTER 3,Outer 17,Lobophora variegata,18.32
2014,LTER 3,Outer 17,Peyssonnelia bornetii,4.32
2014,LTER 3,Outer 17,Sand,1.68
2014,LTER 4,Fringing,Algal Turf,25.76
2014,LTER 4,Fringing,Caulerpa serrulata,0.08
2014,LTER 4,Fringing,Chnoospora implexa,0.08
2014,LTER 4,Fringing,Coral,10.8
2014,LTER 4,Fringing,Crustose Corallines,1.76
